Tag_Number,Release_Da,Latitude,Longitude,Species_Na,Length,Weight,Latitude_F,Longitude_
S248171,8/1/12,34.02S,151.39E,MAKO SHARK,250.00000000,120.00000000,-34.00000000,151.66666667
A467562,1/18/19,35.45S,150.32E,DOLPHINFISH,40.00000000,0.70000000,-35.75000000,150.50000000
B138942,3/7/20,36.17S,150.20E,STRIPED MARLIN,0.00000000,0.00000000,-36.25000000,150.33333333
A407458,2/2/02,35.27S,150.46E,YELLOWFIN TUNA,140.00000000,16.00000000,-35.41666667,150.75000000
B009909,1/25/08,36.29S,150.15E,STRIPED MARLIN,237.00000000,100.00000000,-36.50000000,150.25000000
B114581,1/26/15,36.27S,150.15E,STRIPED MARLIN,0.00000000,120.00000000,-36.41666667,150.25000000
B135587,5/15/19,37.14S,150.20E,BROADBILL SWORDFISH,56.00000000,3.00000000,-37.25000000,150.33333333
S149493,1/13/13,31.20S,153.00E,WHALER SHARK,100.00000000,6.00000000,-31.33333333,153.00000000
B032473,2/20/09,32.53S,152.34E,STRIPED MARLIN,0.00000000,90.00000000,-32.91666667,152.58333333
B029571,2/26/11,33.03S,152.35E,BLACK MARLIN,0.00000000,90.00000000,-33.08333333,152.58333333
S256270,8/1/15,34.02S,151.39E,MAKO SHARK,190.00000000,80.00000000,-34.00000000,151.66666667
A437190,11/12/06,34.22S,151.22E,YELLOWFIN TUNA,0.00000000,5.00000000,-34.33333333,151.33333333
A367699,3/22/01,34.04S,151.30E,DOLPHINFISH,0.00000000,1.00000000,-34.08333333,151.50000000
A522947,5/19/12,36.25S,150.25E,ALBACORE,45.00000000,4.00000000,-36.41666667,150.41666667
S192924,2/19/05,34.58S,150.59E,STRIPED MARLIN,200.00000000,70.00000000,-35.00000000,151.00000000
A419712,4/5/03,34.56S,151.06E,YELLOWFIN TUNA,100.00000000,30.00000000,-34.91666667,151.08333333
B014124,3/6/10,32.55S,152.31E,BLACK MARLIN,150.00000000,40.00000000,-32.91666667,152.50000000
A576322,7/4/15,37.06S,150.34E,SOUTHERN BLUEFIN TUNA,0.00000000,0.00000000,-37.08333333,150.58333333
S168995,2/27/00,36.29S,150.15E,STRIPED MARLIN,0.00000000,85.00000000,-36.50000000,150.25000000
A357352,1/3/07,36.26S,150.18E,ALBACORE,60.00000000,3.00000000,-36.41666667,150.33333333
A565627,6/28/13,38.13S,150.51E,SOUTHERN BLUEFIN TUNA,72.00000000,6.00000000,-38.25000000,150.83333333
A527666,5/1/10,30.14S,153.21E,YELLOWFIN TUNA,70.00000000,6.00000000,-30.25000000,153.33333333
A678355,8/7/23,30.55S,153.60E,LONGTAIL TUNA,95.00000000,9.00000000,-30.91666667,154.00000000
B167898,4/5/21,33.40S,151.48E,BLACK MARLIN,220.00000000,80.00000000,-33.66666667,151.83333333
A583903,3/17/14,33.51S,151.29E,DOLPHINFISH,0.00000000,0.00000000,-33.83333333,151.50000000
S242730,7/31/10,33.59S,151.33E,MAKO SHARK,160.00000000,45.00000000,-34.00000000,151.58333333
S132189,3/17/02,35.20S,150.58E,YELLOWFIN TUNA,80.00000000,12.00000000,-35.33333333,151.00000000
A412105,10/17/04,32.54S,152.34E,YELLOWFIN TUNA,0.00000000,5.00000000,-32.91666667,152.58333333
B084057,2/12/12,33.01S,152.30E,BLACK MARLIN,0.00000000,65.00000000,-33.00000000,152.50000000
A399901,11/4/01,32.42S,152.27E,SHORTBILL SPEARFISH,150.00000000,15.00000000,-32.66666667,152.41666667
A428361,4/8/03,32.42S,152.27E,DOLPHINFISH,25.00000000,0.50000000,-32.66666667,152.41666667
B080325,1/31/16,32.23S,152.33E,BLACK MARLIN,150.00000000,70.00000000,-32.41666667,152.58333333
B184394,1/16/23,33.27S,151.40E,STRIPED MARLIN,0.00000000,70.00000000,-33.41666667,151.66666667
B125946,1/30/18,33.14S,152.13E,STRIPED MARLIN,200.00000000,60.00000000,-33.25000000,152.25000000
B015281,1/24/09,33.57S,151.28E,STRIPED MARLIN,0.00000000,65.00000000,-33.91666667,151.50000000
B112971,5/14/16,34.30S,151.15E,STRIPED MARLIN,210.00000000,85.00000000,-34.50000000,151.25000000
B034194,3/4/08,35.11S,151.03E,STRIPED MARLIN,0.00000000,110.00000000,-35.16666667,151.08333333
B083636,4/6/15,35.06S,151.01E,SHORTBILL SPEARFISH,170.00000000,20.00000000,-35.08333333,151.00000000
B086706,2/3/15,36.48S,150.17E,STRIPED MARLIN,200.00000000,60.00000000,-36.83333333,150.25000000
S149689,4/9/00,33.04S,152.28E,STRIPED MARLIN,230.00000000,65.00000000,-33.08333333,152.50000000
B038774,12/31/08,33.02S,152.27E,STRIPED MARLIN,0.00000000,65.00000000,-33.00000000,152.41666667
B063137,2/6/12,33.02S,152.26E,STRIPED MARLIN,220.00000000,70.00000000,-33.00000000,152.41666667
B070175,3/25/11,33.02S,152.24E,BLACK MARLIN,0.00000000,60.00000000,-33.00000000,152.41666667
A315540,2/24/02,32.11S,152.39E,DOLPHINFISH,50.00000000,1.00000000,-32.16666667,152.66666667
A484556,4/4/09,33.37S,151.33E,DOLPHINFISH,0.00000000,2.00000000,-33.58333333,151.58333333
B114817,2/2/16,35.21S,150.47E,STRIPED MARLIN,0.00000000,70.00000000,-35.33333333,150.75000000
S231952,1/4/11,31.31S,159.03E,WHALER SHARK,100.00000000,10.00000000,-31.50000000,159.08333333
A455084,5/21/05,37.14S,150.24E,YELLOWFIN TUNA,80.00000000,0.00000000,-37.25000000,150.41666667
A554626,5/19/14,36.36S,150.20E,YELLOWFIN TUNA,0.00000000,6.00000000,-36.58333333,150.33333333
B015871,2/17/07,33.04S,152.28E,BLUE MARLIN,120.00000000,35.00000000,-33.08333333,152.50000000
B067831,3/3/18,33.04S,151.38E,STRIPED MARLIN,240.00000000,90.00000000,-33.08333333,151.66666667
B002425,2/14/05,36.29S,150.15E,STRIPED MARLIN,0.00000000,80.00000000,-36.50000000,150.25000000
S215411,2/5/05,30.53S,153.03E,BLACK MARLIN,150.00000000,30.00000000,-30.91666667,153.08333333
A550884,11/14/15,30.17S,153.26E,DOLPHINFISH,90.00000000,8.00000000,-30.25000000,153.41666667
B172520,1/11/23,31.19S,153.03E,BLACK MARLIN,0.00000000,45.00000000,-31.33333333,153.08333333
S136656,1/28/01,31.19S,153.10E,HAMMERHEAD SHARK,160.00000000,35.00000000,-31.33333333,153.16666667
B121166,12/2/16,31.41S,153.07E,STRIPED MARLIN,0.00000000,70.00000000,-31.66666667,153.08333333
A475941,5/19/12,36.03S,150.40E,ALBACORE,70.00000000,6.00000000,-36.08333333,150.66666667
A517850,3/10/13,36.33S,150.17E,DOLPHINFISH,30.00000000,1.50000000,-36.58333333,150.25000000
A444869,1/24/05,36.29S,150.15E,YELLOWFIN TUNA,60.00000000,0.00000000,-36.50000000,150.25000000
A499203,4/14/08,37.05S,150.17E,YELLOWFIN TUNA,85.00000000,18.00000000,-37.08333333,150.25000000
S214461,2/22/05,30.52S,153.05E,HAMMERHEAD SHARK,0.00000000,60.00000000,-30.83333333,153.08333333
A519790,11/13/10,30.08S,153.41E,DOLPHINFISH,150.00000000,0.00000000,-30.16666667,153.66666667
B039570,1/14/16,31.18S,153.00E,BLACK MARLIN,200.00000000,90.00000000,-31.33333333,153.00000000
S219474,1/10/16,31.19S,153.00E,HAMMERHEAD SHARK,0.00000000,30.00000000,-31.33333333,153.00000000
B001213,2/14/03,33.01S,152.22E,STRIPED MARLIN,236.00000000,95.00000000,-33.00000000,152.33333333
S251636,2/18/15,32.40S,152.17E,WHALER SHARK,0.00000000,100.00000000,-32.66666667,152.25000000
B081723,2/10/13,32.33S,152.26E,BLACK MARLIN,125.00000000,20.00000000,-32.58333333,152.41666667
S146054,1/9/00,33.22S,152.08E,STRIPED MARLIN,0.00000000,70.00000000,-33.33333333,152.16666667
A395780,11/28/04,34.15S,151.28E,YELLOWFIN TUNA,50.00000000,5.00000000,-34.25000000,151.50000000
A402435,11/24/06,35.11S,151.03E,YELLOWFIN TUNA,65.00000000,6.00000000,-35.16666667,151.08333333
B130856,2/10/18,35.05S,151.00E,STRIPED MARLIN,220.00000000,80.00000000,-35.08333333,151.00000000
A348153,5/26/00,36.29S,150.15E,STRIPED MARLIN,230.00000000,120.00000000,-36.50000000,150.25000000
A465182,1/27/06,36.29S,150.15E,YELLOWFIN TUNA,100.00000000,18.00000000,-36.50000000,150.25000000
A432599,1/13/05,31.26S,152.56E,YELLOWFIN TUNA,60.00000000,4.00000000,-31.41666667,152.91666667
B001421,2/26/08,30.27S,153.28E,BLUE MARLIN,274.32000000,180.00000000,-30.41666667,153.50000000
A362975,1/18/02,31.26S,153.15E,DOLPHINFISH,0.00000000,0.00000000,-31.41666667,153.25000000
B062952,2/27/10,32.56S,152.32E,STRIPED MARLIN,228.60000000,90.00000000,-32.91666667,152.50000000
S135706,1/26/03,34.01S,151.25E,WHALER SHARK,250.00000000,60.00000000,-34.00000000,151.41666667
B112315,1/9/17,34.39S,151.04E,BLACK MARLIN,190.00000000,60.00000000,-34.66666667,151.08333333
B145221,3/9/18,36.08S,150.23E,STRIPED MARLIN,240.00000000,100.00000000,-36.16666667,150.41666667
B115120,1/19/18,36.07S,150.17E,STRIPED MARLIN,210.00000000,80.00000000,-36.08333333,150.25000000
B162789,1/31/22,35.11S,150.57E,BLACK MARLIN,225.00000000,100.00000000,-35.16666667,150.91666667
A311996,2/3/07,30.18S,153.19E,DOLPHINFISH,70.00000000,3.00000000,-30.33333333,153.33333333
B147951,2/17/18,32.40S,152.55E,BLACK MARLIN,180.00000000,60.00000000,-32.66666667,152.91666667
B081197,2/7/14,32.55S,152.34E,BLACK MARLIN,0.00000000,60.00000000,-32.91666667,152.58333333
B084309,2/27/16,32.49S,152.24E,BLACK MARLIN,140.00000000,50.00000000,-32.83333333,152.41666667
B136215,2/6/23,32.49S,152.04E,BLACK MARLIN,0.00000000,20.00000000,-32.83333333,152.08333333
A360579,3/4/00,32.37S,152.20E,BLUE MARLIN,250.00000000,80.00000000,-32.58333333,152.33333333
B149079,2/23/18,32.23S,152.34E,BLACK MARLIN,0.00000000,30.00000000,-32.41666667,152.58333333
B047213,1/23/11,34.08S,151.28E,STRIPED MARLIN,240.00000000,100.00000000,-34.16666667,151.50000000
A397251,11/18/00,35.45S,150.43E,YELLOWFIN TUNA,65.00000000,5.00000000,-35.75000000,150.75000000
B147154,1/26/19,34.57S,151.03E,BLACK MARLIN,0.00000000,50.00000000,-34.91666667,151.08333333
S164447,3/5/00,36.29S,150.15E,STRIPED MARLIN,210.00000000,80.00000000,-36.50000000,150.25000000
B151563,2/15/22,36.58S,150.17E,STRIPED MARLIN,0.00000000,85.00000000,-37.00000000,150.25000000
A605800,1/12/18,31.25S,152.55E,DOLPHINFISH,0.00000000,6.00000000,-31.41666667,152.91666667
A404347,2/20/04,30.53S,153.03E,BLACK MARLIN,0.00000000,110.00000000,-30.91666667,153.08333333
S181814,2/2/02,33.17S,152.20E,YELLOWFIN TUNA,60.00000000,5.00000000,-33.25000000,152.33333333
B095533,2/15/20,33.01S,152.27E,STRIPED MARLIN,0.00000000,75.00000000,-33.00000000,152.41666667
S248396,8/4/12,34.01S,151.38E,WHALER SHARK,140.00000000,60.00000000,-34.00000000,151.66666667
S218438,8/22/10,34.17S,151.24E,WHALER SHARK,0.00000000,160.00000000,-34.25000000,151.41666667
A197120,7/30/00,34.22S,151.00E,YELLOWFIN TUNA,150.00000000,25.00000000,-34.33333333,151.00000000
A106245,4/25/06,36.07S,150.24E,YELLOWFIN TUNA,45.00000000,4.00000000,-36.08333333,150.41666667
S187087,1/24/04,35.22S,150.50E,STRIPED MARLIN,0.00000000,70.00000000,-35.33333333,150.83333333
A498482,11/25/11,35.16S,151.00E,YELLOWFIN TUNA,60.00000000,5.00000000,-35.25000000,151.00000000
A548404,11/24/12,35.05S,151.06E,YELLOWFIN TUNA,73.00000000,4.00000000,-35.08333333,151.08333333
S190904,3/22/02,34.57S,150.56E,BLACK MARLIN,200.00000000,70.00000000,-34.91666667,150.91666667
A451401,1/23/05,36.29S,150.15E,YELLOWFIN TUNA,90.00000000,0.00000000,-36.50000000,150.25000000
A468084,5/13/06,30.14S,153.21E,DOLPHINFISH,65.00000000,4.00000000,-30.25000000,153.33333333
B007877,2/27/05,32.54S,152.34E,BLACK MARLIN,150.00000000,20.00000000,-32.91666667,152.58333333
B030385,2/17/12,33.02S,152.26E,BLUE MARLIN,170.00000000,72.00000000,-33.00000000,152.41666667
S211856,2/23/05,34.57S,150.56E,STRIPED MARLIN,200.00000000,45.00000000,-34.91666667,150.91666667
A369636,6/2/07,36.29S,150.15E,ALBACORE,55.00000000,4.00000000,-36.50000000,150.25000000
B013755,1/18/07,30.53S,153.03E,BLACK MARLIN,0.00000000,25.00000000,-30.91666667,153.08333333
A392037,1/17/02,31.26S,153.15E,DOLPHINFISH,0.00000000,0.00000000,-31.41666667,153.25000000
S64463,2/15/03,33.05S,151.50E,BLACK MARLIN,0.00000000,65.00000000,-33.08333333,151.83333333
S178329,4/19/19,32.43S,152.30E,WHALER SHARK,190.00000000,45.00000000,-32.75000000,152.50000000
S204101,3/1/03,32.42S,152.27E,WHALER SHARK,0.00000000,40.00000000,-32.66666667,152.41666667
B004925,1/29/06,33.44S,151.27E,BLUE MARLIN,0.00000000,70.00000000,-33.75000000,151.41666667
S162607,1/7/01,33.34S,151.28E,STRIPED MARLIN,0.00000000,75.00000000,-33.58333333,151.50000000
A332764,11/27/04,34.02S,151.32E,YELLOWFIN TUNA,65.00000000,5.00000000,-34.00000000,151.50000000
S211267,5/17/04,36.13S,150.23E,YELLOWFIN TUNA,120.00000000,35.00000000,-36.25000000,150.41666667
C533422,7/1/11,36.26S,150.44E,SOUTHERN BLUEFIN TUNA,85.00000000,15.00000000,-36.41666667,150.75000000
S147783,5/5/02,32.42S,152.18E,DOLPHINFISH,0.00000000,1.00000000,-32.66666667,152.33333333
B190934,2/15/23,36.26S,150.04E,STRIPED MARLIN,0.00000000,80.00000000,-36.41666667,150.08333333
B167431,11/7/20,30.12S,153.16E,STRIPED MARLIN,0.00000000,70.00000000,-30.16666667,153.25000000
B027331,3/4/07,32.37S,152.33E,STRIPED MARLIN,150.00000000,30.00000000,-32.58333333,152.58333333
B008069,2/26/05,32.54S,152.34E,BLACK MARLIN,120.00000000,30.00000000,-32.91666667,152.58333333
B001928,2/26/05,33.04S,152.28E,BLACK MARLIN,0.00000000,0.00000000,-33.08333333,152.50000000
B040213,1/27/08,33.02S,152.27E,STRIPED MARLIN,0.00000000,60.00000000,-33.00000000,152.41666667
S170404,2/2/02,35.30S,150.24E,YELLOWFIN TUNA,80.00000000,10.00000000,-35.50000000,150.41666667
B035512,3/20/09,35.15S,150.54E,STRIPED MARLIN,0.00000000,100.00000000,-35.25000000,150.91666667
B181754,1/16/23,34.58S,150.56E,BLACK MARLIN,185.00000000,55.00000000,-35.00000000,150.91666667
B183509,2/5/23,35.11S,150.57E,STRIPED MARLIN,0.00000000,60.00000000,-35.16666667,150.91666667
B031713,2/14/09,35.12S,150.49E,STRIPED MARLIN,0.00000000,90.00000000,-35.16666667,150.83333333
A171792,2/18/01,34.57S,150.56E,DOLPHINFISH,55.00000000,1.00000000,-34.91666667,150.91666667
A457126,11/18/07,33.61S,152.05E,YELLOWFIN TUNA,0.00000000,8.00000000,-34.00000000,152.08333333
B126464,1/20/18,34.22S,151.21E,STRIPED MARLIN,0.00000000,55.00000000,-34.33333333,151.33333333
A549881,9/22/13,34.03S,151.48E,YELLOWFIN TUNA,80.00000000,15.00000000,-34.08333333,151.83333333
B118593,2/22/18,36.13S,150.21E,STRIPED MARLIN,0.00000000,110.00000000,-36.25000000,150.33333333
B117081,2/5/17,35.22S,150.48E,BLACK MARLIN,180.00000000,70.00000000,-35.33333333,150.83333333
A506058,7/1/11,36.31S,150.31E,SOUTHERN BLUEFIN TUNA,0.00000000,35.00000000,-36.50000000,150.50000000
S277998,12/17/21,38.06S,147.34E,WHALER SHARK,322.00000000,0.00000000,-38.08333333,147.58333333
B094634,1/17/14,30.51S,153.03E,BLACK MARLIN,180.00000000,50.00000000,-30.83333333,153.08333333
A468945,1/16/15,31.23S,153.26E,DOLPHINFISH,130.00000000,16.00000000,-31.41666667,153.41666667
B139521,2/16/20,32.55S,152.34E,STRIPED MARLIN,240.00000000,90.00000000,-32.91666667,152.58333333
S187492,5/5/02,33.27S,151.54E,BLUE MARLIN,0.00000000,120.00000000,-33.41666667,151.91666667
A632044,3/20/22,33.34S,151.35E,DOLPHINFISH,70.00000000,2.00000000,-33.58333333,151.58333333
A388657,1/25/04,34.00S,151.27E,STRIPED MARLIN,220.00000000,75.00000000,-34.00000000,151.41666667
S206276,7/16/04,34.02S,151.32E,MAKO SHARK,0.00000000,80.00000000,-34.00000000,151.50000000
D001969,4/11/05,34.27S,151.04E,DOLPHINFISH,62.00000000,1.00000000,-34.41666667,151.08333333
B000810,2/1/04,35.11S,151.03E,STRIPED MARLIN,0.00000000,0.00000000,-35.16666667,151.08333333
S137777,3/26/10,34.57S,150.56E,WHALER SHARK,120.00000000,40.00000000,-34.91666667,150.91666667
A336300,3/28/05,36.29S,150.15E,YELLOWFIN TUNA,0.00000000,6.00000000,-36.50000000,150.25000000
B040966,2/20/10,33.04S,152.24E,BLACK MARLIN,0.00000000,90.00000000,-33.08333333,152.41666667
B030139,2/26/13,32.40S,152.18E,BLACK MARLIN,120.00000000,15.00000000,-32.66666667,152.33333333
S201857,5/14/06,32.46S,152.24E,DOLPHINFISH,60.00000000,3.00000000,-32.75000000,152.41666667
A242606,3/4/01,32.42S,152.27E,DOLPHINFISH,31.00000000,1.00000000,-32.66666667,152.41666667
B131182,4/8/17,34.09S,151.36E,BLUE MARLIN,0.00000000,110.00000000,-34.16666667,151.58333333
A517951,3/9/20,36.17S,150.20E,DOLPHINFISH,60.00000000,5.00000000,-36.25000000,150.33333333
B070334,2/12/18,35.08S,151.02E,STRIPED MARLIN,0.00000000,50.00000000,-35.16666667,151.00000000
A552333,5/20/13,36.23S,150.21E,ALBACORE,70.00000000,6.00000000,-36.41666667,150.33333333
B079816,3/29/18,37.03S,150.22E,STRIPED MARLIN,0.00000000,100.00000000,-37.08333333,150.33333333
A537881,2/5/11,30.20S,153.17E,YELLOWFIN TUNA,75.00000000,6.00000000,-30.33333333,153.25000000
B121235,2/1/16,30.20S,153.17E,BLACK MARLIN,140.00000000,50.00000000,-30.33333333,153.25000000
B123981,2/3/23,32.49S,152.04E,BLACK MARLIN,110.00000000,15.00000000,-32.83333333,152.08333333
A365979,4/6/14,34.01S,151.18E,DOLPHINFISH,0.00000000,2.00000000,-34.00000000,151.33333333
B173547,1/26/22,35.28S,150.47E,BLACK MARLIN,0.00000000,85.00000000,-35.50000000,150.75000000
B013408,2/24/07,35.22S,150.50E,STRIPED MARLIN,220.00000000,70.00000000,-35.33333333,150.83333333
S126925,1/27/02,35.22S,150.50E,STRIPED MARLIN,0.00000000,80.00000000,-35.33333333,150.83333333
A380352,2/10/01,34.53S,151.06E,DOLPHINFISH,80.00000000,2.00000000,-34.91666667,151.08333333
B002879,2/23/05,31.19S,152.59E,BLACK MARLIN,150.00000000,0.00000000,-31.33333333,153.00000000
A380724,12/7/02,31.40S,152.57E,WHALER SHARK,80.00000000,3.80000000,-31.66666667,152.91666667
B047050,2/11/11,33.04S,152.25E,BLACK MARLIN,200.00000000,75.00000000,-33.08333333,152.41666667
S152553,3/1/03,32.42S,152.27E,DOLPHINFISH,0.00000000,5.00000000,-32.66666667,152.41666667
B123852,1/1/17,33.26S,152.03E,STRIPED MARLIN,220.00000000,70.00000000,-33.41666667,152.08333333
A441419,11/20/05,36.07S,150.24E,ALBACORE,80.00000000,15.00000000,-36.08333333,150.41666667
B136115,12/23/17,35.23S,150.48E,BLACK MARLIN,260.00000000,90.00000000,-35.41666667,150.83333333
B103789,2/14/16,36.57S,150.18E,STRIPED MARLIN,0.00000000,70.00000000,-36.91666667,150.33333333
A451677,3/3/07,32.54S,152.34E,YELLOWFIN TUNA,120.00000000,25.00000000,-32.91666667,152.58333333
A465929,2/25/14,32.41S,152.20E,DOLPHINFISH,69.00000000,1.50000000,-32.66666667,152.33333333
S187420,2/24/02,32.42S,152.27E,BLUE MARLIN,260.00000000,160.00000000,-32.66666667,152.41666667
A388508,11/10/01,34.47S,151.11E,YELLOWFIN TUNA,80.00000000,10.00000000,-34.75000000,151.16666667
A375952,1/27/02,35.45S,150.16E,STRIPED MARLIN,0.00000000,90.00000000,-35.75000000,150.25000000
S181963,11/2/09,36.17S,150.20E,BLUE SHARK,190.00000000,65.00000000,-36.25000000,150.33333333
B025692,2/26/22,36.29S,150.15E,STRIPED MARLIN,250.00000000,85.00000000,-36.50000000,150.25000000
B015840,2/2/08,33.03S,152.26E,STRIPED MARLIN,0.00000000,80.00000000,-33.08333333,152.41666667
B050139,4/18/10,33.01S,152.24E,STRIPED MARLIN,0.00000000,75.00000000,-33.00000000,152.41666667
S186001,3/1/03,33.05S,151.51E,YELLOWFIN TUNA,85.00000000,10.00000000,-33.08333333,151.83333333
B126366,1/31/16,32.24S,152.35E,BLACK MARLIN,0.00000000,30.00000000,-32.41666667,152.58333333
A469062,10/22/06,34.34S,151.11E,YELLOWFIN TUNA,75.00000000,7.00000000,-34.58333333,151.16666667
A459257,2/1/08,35.23S,150.49E,YELLOWFIN TUNA,90.00000000,5.00000000,-35.41666667,150.83333333
B082345,3/10/14,34.51S,151.04E,BLACK MARLIN,0.00000000,80.00000000,-34.83333333,151.08333333
A559665,4/25/14,36.58S,150.22E,DOLPHINFISH,50.00000000,1.50000000,-37.00000000,150.33333333
B094771,12/27/18,30.14S,153.23E,SHORTBILL SPEARFISH,120.00000000,0.00000000,-30.25000000,153.41666667
B112767,3/12/16,32.57S,152.38E,BLUE MARLIN,0.00000000,0.00000000,-32.91666667,152.66666667
B081282,2/26/12,33.01S,152.27E,STRIPED MARLIN,0.00000000,70.00000000,-33.00000000,152.41666667
S170290,2/12/05,32.42S,152.29E,STRIPED MARLIN,190.00000000,30.00000000,-32.66666667,152.50000000
A175753,5/21/07,36.18S,150.22E,YELLOWFIN TUNA,55.00000000,6.50000000,-36.33333333,150.33333333
B181956,4/16/22,34.58S,150.56E,BLACK MARLIN,0.00000000,70.00000000,-35.00000000,150.91666667
S181057,1/21/03,34.57S,150.56E,WHALER SHARK,120.00000000,40.00000000,-34.91666667,150.91666667
B167485,1/12/23,34.57S,151.05E,STRIPED MARLIN,210.00000000,80.00000000,-34.91666667,151.08333333
B004993,2/11/10,32.50S,152.35E,BLACK MARLIN,0.00000000,60.00000000,-32.83333333,152.58333333
B040137,2/12/10,32.50S,152.34E,STRIPED MARLIN,0.00000000,70.00000000,-32.83333333,152.58333333
B001978,3/3/04,32.55S,152.33E,STRIPED MARLIN,0.00000000,80.00000000,-32.91666667,152.58333333
B004841,2/25/06,33.04S,152.28E,BLACK MARLIN,0.00000000,90.00000000,-33.08333333,152.50000000
D000663,3/4/05,32.55S,151.58E,DOLPHINFISH,65.00000000,1.50000000,-32.91666667,152.00000000
A501159,10/11/08,35.55S,150.33E,ALBACORE,40.00000000,2.00000000,-35.91666667,150.58333333
A461432,11/8/08,35.11S,151.03E,ALBACORE,65.00000000,6.50000000,-35.16666667,151.08333333
A463976,11/24/06,35.11S,151.03E,ALBACORE,0.00000000,6.00000000,-35.16666667,151.08333333
B121339,1/11/21,31.26S,153.15E,BLACK MARLIN,0.00000000,50.00000000,-31.41666667,153.25000000
B083471,2/12/15,33.02S,152.25E,STRIPED MARLIN,245.00000000,100.00000000,-33.00000000,152.41666667
S191739,3/15/03,33.22S,152.08E,MAKO SHARK,140.00000000,40.00000000,-33.33333333,152.16666667
S167539,1/30/00,33.53S,151.38E,STRIPED MARLIN,0.00000000,65.00000000,-33.91666667,151.66666667
A673457,3/3/23,33.59S,151.26E,DOLPHINFISH,65.00000000,2.00000000,-34.00000000,151.41666667
B000901,2/12/03,36.26S,150.42E,BLUE MARLIN,0.00000000,120.00000000,-36.41666667,150.66666667
S198712,7/18/09,36.06S,150.29E,BLUE SHARK,200.00000000,60.00000000,-36.08333333,150.50000000
B028979,10/11/14,30.24S,153.28E,STRIPED MARLIN,0.00000000,75.00000000,-30.41666667,153.50000000
S202039,3/5/16,32.45S,152.50E,WHALER SHARK,210.00000000,80.00000000,-32.75000000,152.83333333
B016062,2/5/07,32.54S,152.34E,BLACK MARLIN,215.00000000,90.00000000,-32.91666667,152.58333333
A359875,5/26/08,32.47S,152.22E,DOLPHINFISH,40.00000000,5.00000000,-32.75000000,152.33333333
B128142,2/11/16,32.32S,152.25E,BLACK MARLIN,0.00000000,30.00000000,-32.50000000,152.41666667
A521186,4/8/17,33.58S,151.48E,YELLOWFIN TUNA,0.00000000,50.00000000,-34.00000000,151.83333333
A481023,11/10/07,33.59S,151.44E,ALBACORE,50.00000000,3.00000000,-34.00000000,151.75000000
B115167,2/27/15,36.08S,150.22E,STRIPED MARLIN,0.00000000,0.00000000,-36.16666667,150.33333333
A493674,2/1/08,35.32S,150.44E,YELLOWFIN TUNA,0.00000000,6.00000000,-35.50000000,150.75000000
B103248,12/30/15,35.32S,150.43E,STRIPED MARLIN,225.00000000,75.00000000,-35.50000000,150.75000000
B145683,3/9/18,35.11S,150.55E,STRIPED MARLIN,180.00000000,80.00000000,-35.16666667,150.91666667
B117129,1/18/16,36.46S,150.16E,STRIPED MARLIN,200.00000000,50.00000000,-36.75000000,150.25000000
B094543,3/10/18,36.26S,150.04E,STRIPED MARLIN,220.00000000,70.00000000,-36.41666667,150.08333333
A538884,4/6/13,36.59S,150.15E,DOLPHINFISH,74.00000000,2.00000000,-37.00000000,150.25000000
A516137,12/22/11,31.24S,153.04S,DOLPHINFISH,50.00000000,0.50000000,-31.41666667,153.08333333
B081159,3/25/12,32.57S,152.18E,STRIPED MARLIN,240.00000000,95.00000000,-32.91666667,152.33333333
A612433,4/23/17,34.08S,151.21E,DOLPHINFISH,60.00000000,2.50000000,-34.16666667,151.33333333
A339239,5/21/01,36.26S,150.28E,ALBACORE,0.00000000,8.00000000,-36.41666667,150.50000000
B178801,3/12/22,35.22S,150.50E,BLACK MARLIN,140.00000000,30.00000000,-35.33333333,150.83333333
A380152,10/28/01,35.11S,151.03E,MAKO SHARK,100.00000000,15.00000000,-35.16666667,151.08333333
A296106,8/3/01,36.26S,150.21E,ALBACORE,70.00000000,8.00000000,-36.41666667,150.33333333
B178644,3/12/22,36.53S,149.57E,STRIPED MARLIN,0.00000000,70.00000000,-36.91666667,149.91666667
B005780,2/26/05,33.04S,152.28E,BLACK MARLIN,180.00000000,70.00000000,-33.08333333,152.50000000
S183776,4/2/04,37.14S,150.19E,STRIPED MARLIN,255.00000000,110.00000000,-37.25000000,150.33333333
A179998,11/8/08,30.15S,153.26E,YELLOWFIN TUNA,70.00000000,15.00000000,-30.25000000,153.41666667
A391835,9/26/00,30.18S,153.24E,ALBACORE,0.00000000,10.00000000,-30.33333333,153.41666667
A391997,1/17/03,31.19S,152.58E,DOLPHINFISH,60.00000000,0.00000000,-31.33333333,153.00000000
D009576,11/24/12,31.24S,153.04E,DOLPHINFISH,60.00000000,3.00000000,-31.41666667,153.08333333
B002816,2/12/05,32.54S,152.34E,BLACK MARLIN,220.00000000,100.00000000,-32.91666667,152.58333333
A472628,5/19/07,36.25S,150.22E,YELLOWFIN TUNA,120.00000000,35.00000000,-36.41666667,150.33333333
B081223,3/8/15,32.55S,152.34E,STRIPED MARLIN,0.00000000,90.00000000,-32.91666667,152.58333333
B128038,2/25/14,32.48S,152.25E,STRIPED MARLIN,0.00000000,84.00000000,-32.83333333,152.41666667
B115079,2/11/18,32.50S,152.13E,BLACK MARLIN,0.00000000,90.00000000,-32.83333333,152.25000000
